0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,2,0,3,1,3,4,1,2,0,1,2,2,0,7,2,3,4,2,5,3,3,4,4,10,5,5,5,6,6,18,10,8,12,15,16,14,16,18,18,18,21,15,12,11,12,11,8,10,6,9,9,5,4,3,5,4,5,2,1,5,1,6,8,1,6,3,2,4,4,2,4,3,0,1,3,0,4,3,2,3,1,3,2,2,2,4,5,1,2,1,2,2,1,2,1,2,2,0,4,5,4,1,3,7,2,3,5,3,1,1,5,3,1,4,1,4,6,6,4,2,3,3,4,4,7,3,3,4,3,4,2,4,0,6,2,1,0,1,0,1,2,5,4,2,3,4,2,0,1,6,2,4,5,1,4,4,2,1,6,3,0,3,2,4,2,1,3,4,2,8,5,4,6,3,6,2,7,4,2,6,7,9,3,9,8,6,2,5,6,6,5,8,4,4,1,8,6,4,5,3,3,5,0,7,3,4,3,1,4,2,5,5,2,4,3,4,1,10,2,5,2,4,7,4,3,3,1,5,4,12,13,1,cifar_8_24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,2,0,1,2,2,0,2,0,1,1,3,3,1,3,1,2,2,1,4,2,5,1,3,1,2,0,2,1,0,1,3,5,0,3,2,4,4,2,2,3,7,3,2,5,3,7,3,2,1,5,2,6,1,5,8,4,1,3,4,5,3,8,1,3,3,1,4,2,4,1,2,4,1,3,1,3,2,0,2,0,3,3,2,0,0,5,2,3,0,6,0,1,2,0,1,3,6,4,5,4,11,16,8,11,6,8,7,11,11,9,9,5,9,12,8,7,6,10,11,8,8,9,10,8,11,8,9,9,10,10,14,6,6,16,14,4,8,14,8,9,7,9,9,12,11,7,8,9,11,10,3,6,10,9,10,9,4,6,7,7,5,9,9,9,16,4,11,9,5,7,8,8,6,5,2,6,6,9,2,7,7,5,8,5,3,4,3,8,2,1,6,5,0,4,1,2,0,2,4,1,2,1,1,2,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cifar_8_25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,4,2,5,5,8,5,10,5,10,7,4,4,13,5,9,8,7,7,7,8,7,9,12,4,4,13,11,14,9,9,9,7,4,10,17,12,5,12,18,7,8,12,6,8,9,4,13,11,10,5,13,8,9,17,16,17,7,16,12,14,16,13,8,3,9,7,8,8,7,6,4,3,4,6,4,5,5,5,2,4,4,4,8,2,1,4,1,1,6,2,1,4,3,2,9,3,2,5,1,9,6,3,2,5,3,2,7,6,3,3,7,2,5,3,3,4,2,5,2,3,1,2,4,1,2,4,2,2,1,3,3,4,3,2,2,1,0,2,0,1,1,2,0,0,4,2,2,4,2,1,5,1,3,2,3,3,1,5,3,0,5,4,2,1,2,6,4,4,6,3,7,2,5,2,2,2,5,2,4,4,2,4,2,6,2,1,0,0,0,2,2,0,0,0,2,0,1,0,1,1,1,1,0,1,1,3,1,1,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,cifar_8_26
0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,2,1,2,1,2,3,0,1,5,4,2,3,5,1,5,1,1,2,3,1,2,3,1,2,3,4,1,3,2,1,2,2,0,3,1,2,8,6,11,5,8,9,5,9,8,6,7,15,4,5,5,6,3,7,6,6,3,4,3,3,6,5,5,5,6,0,7,6,4,4,1,4,5,1,0,8,3,1,5,3,1,0,2,1,2,4,0,2,3,5,3,5,3,1,5,8,4,4,4,4,9,3,7,6,6,9,2,4,8,6,6,4,5,4,6,9,10,6,4,9,11,7,7,6,14,6,16,7,11,11,7,5,12,16,9,10,10,14,9,10,11,7,4,5,9,5,3,4,6,9,4,8,8,8,6,6,3,5,0,10,6,3,6,2,7,2,7,6,4,4,0,5,10,2,4,2,7,7,1,7,1,6,1,8,5,5,6,1,1,8,5,5,4,6,5,5,8,5,7,3,3,6,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cifar_8_27
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,0,2,0,1,3,3,2,1,4,1,1,2,2,2,4,0,3,0,3,1,2,1,3,2,3,0,2,1,3,1,3,2,2,5,0,3,2,4,4,1,1,1,0,3,1,3,3,2,2,2,2,2,4,1,3,3,1,3,2,1,5,2,4,3,1,1,1,2,7,1,4,5,5,5,3,5,0,0,1,4,1,5,1,1,2,3,1,2,1,3,3,2,1,2,3,2,2,6,3,4,6,2,3,8,5,6,7,9,1,8,6,6,4,4,6,3,4,6,5,2,4,0,0,4,4,8,3,4,7,2,5,4,1,0,4,0,1,1,0,4,1,5,0,2,3,5,5,4,0,6,8,10,12,9,10,17,10,20,12,28,25,35,29,40,27,33,27,25,75,13,9,2,4,5,6,5,0,2,2,4,4,3,1,5,3,3,6,3,1,1,3,1,1,3,1,2,1,1,2,0,1,0,1,3,1,2,1,2,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,2,1,1,2,3,1,0,2,2,4,5,7,7,0,cifar_8_28
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,1,1,2,0,1,2,5,0,2,2,4,4,3,1,5,3,3,1,3,5,2,6,1,2,5,6,9,4,1,5,2,2,7,2,2,3,3,5,6,4,2,2,4,4,5,2,4,1,4,1,3,2,3,3,2,3,4,4,5,1,0,5,2,4,2,4,7,3,2,6,4,5,7,4,3,7,4,2,6,1,6,7,3,6,5,7,0,2,2,2,1,5,3,1,1,0,2,2,1,2,2,4,3,1,4,5,6,3,4,2,1,2,3,6,2,3,1,0,1,2,4,1,6,3,5,10,11,11,18,14,18,10,7,11,5,14,12,8,5,5,12,9,5,5,0,1,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,2,2,2,3,4,4,7,7,7,8,7,11,12,15,15,17,17,23,24,28,35,26,23,36,32,24,8,4,2,0,cifar_8_29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,3,2,3,2,3,2,3,5,5,2,1,4,2,5,3,4,2,4,5,3,2,6,7,7,6,9,9,11,10,7,17,15,9,13,12,9,5,3,6,13,10,5,5,6,5,4,7,5,7,7,5,7,6,6,9,6,11,9,9,11,5,7,7,9,8,9,6,8,12,8,8,7,11,10,5,9,4,7,10,8,11,9,5,12,6,9,6,10,5,4,5,6,10,5,2,2,4,8,4,6,3,3,7,6,3,5,4,7,3,5,4,5,3,2,5,4,2,5,9,8,6,6,9,8,4,10,7,8,2,12,7,3,5,9,7,6,6,4,2,3,2,8,8,1,4,5,5,5,9,4,3,2,2,8,1,1,3,3,2,5,2,3,2,3,2,0,2,4,1,3,1,4,4,1,3,1,1,2,0,0,2,0,0,1,0,0,1,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,cifar_8_30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,1,2,3,5,5,10,4,9,16,11,4,16,12,19,24,14,18,19,20,20,27,14,18,12,11,20,12,13,14,12,14,14,12,12,7,14,14,16,7,6,9,10,4,9,9,9,6,6,6,6,7,7,4,4,9,6,8,2,7,4,5,1,2,1,3,3,9,5,1,6,3,1,5,0,1,1,1,2,4,2,2,1,2,0,2,3,1,3,1,1,1,1,1,6,0,3,5,2,5,5,6,7,8,8,6,12,22,25,15,19,20,15,9,10,4,15,6,2,3,1,1,2,0,1,3,1,1,3,2,0,0,0,1,1,3,3,0,1,3,0,3,0,3,0,4,0,3,1,1,2,2,1,2,3,3,0,4,8,0,cifar_8_31
0,0,1,0,0,2,1,0,1,3,3,2,1,1,6,2,5,5,5,2,3,4,4,2,4,2,0,2,2,5,9,5,8,11,12,21,10,12,9,5,6,3,7,7,11,5,7,6,5,5,2,5,2,6,7,5,5,6,9,10,11,4,8,10,9,6,9,3,10,8,4,8,10,8,15,20,9,8,19,8,14,13,11,9,18,17,21,14,11,17,7,16,9,5,14,7,17,18,14,12,11,2,3,0,2,2,2,3,4,2,1,0,0,3,2,2,0,0,1,0,3,1,0,0,1,0,5,2,0,1,5,1,3,2,3,5,1,0,0,5,3,1,0,2,2,1,0,2,5,0,1,0,2,0,1,0,3,3,3,2,1,1,0,1,0,0,2,3,2,2,3,2,1,7,2,4,3,3,1,5,3,6,2,0,2,1,0,3,5,4,1,3,0,3,1,2,3,4,1,2,2,1,4,3,1,0,3,3,5,5,1,5,1,3,0,2,2,4,0,1,0,2,2,5,1,3,2,2,0,2,1,3,0,3,1,0,3,1,2,0,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,cifar_8_32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,2,0,3,3,2,0,1,5,3,2,2,2,3,4,11,4,5,5,3,5,4,5,8,11,3,4,4,4,4,1,3,4,3,4,6,2,11,6,8,5,4,6,8,8,5,5,4,7,14,8,8,12,7,8,12,14,10,22,4,9,12,13,11,12,18,16,21,12,18,12,15,10,8,16,9,9,9,9,10,6,4,5,7,6,3,6,4,5,2,4,6,2,5,3,8,5,1,2,1,5,3,3,5,4,4,5,0,7,4,2,3,3,5,6,3,3,5,4,3,0,4,5,2,0,3,1,3,2,1,3,3,1,3,0,2,1,2,4,1,2,4,5,1,1,2,3,1,3,2,2,2,1,1,1,2,5,1,1,2,1,4,3,4,1,4,1,2,4,3,3,5,1,1,2,4,7,3,4,1,4,0,2,0,2,3,1,2,5,1,1,2,3,3,5,5,1,4,8,7,5,7,5,3,6,10,3,4,7,7,8,5,4,1,0,cifar_8_33
0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,1,0,3,0,2,1,8,2,0,5,0,4,0,1,3,2,1,2,2,3,3,2,5,4,3,2,2,2,2,2,0,5,2,3,2,0,2,4,6,2,2,5,1,5,4,3,6,4,5,8,6,7,5,4,7,3,4,4,4,4,7,4,9,4,9,9,9,17,9,9,6,6,6,5,3,10,2,6,6,3,5,5,4,11,6,4,8,10,9,9,9,7,12,11,5,8,8,4,7,10,8,9,11,7,7,6,6,10,3,7,5,3,4,4,4,5,5,5,5,6,3,1,5,3,3,3,4,4,4,1,1,3,1,3,2,1,3,2,1,3,2,2,9,5,2,4,3,5,0,1,5,1,0,2,1,3,2,5,1,2,2,2,4,3,4,2,2,2,5,6,4,2,6,4,4,7,1,6,2,4,5,3,6,3,2,5,4,2,3,0,1,3,6,4,3,1,6,5,10,4,3,2,1,6,4,6,4,6,9,3,1,2,2,7,5,7,5,5,4,5,2,3,4,1,6,3,12,6,0,4,2,4,3,5,6,2,3,4,2,3,3,cifar_8_34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,2,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,1,3,2,0,3,1,1,1,2,1,0,0,2,1,0,0,0,3,5,3,4,5,9,6,9,2,7,6,7,5,7,4,7,9,8,4,2,4,1,5,7,6,8,7,9,10,13,14,17,12,11,9,13,9,16,14,20,27,17,16,17,15,19,20,12,27,15,12,13,11,14,9,5,0,0,1,0,0,1,0,1,1,4,1,1,1,1,2,1,1,5,1,4,4,3,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,1,1,1,0,2,1,2,5,2,3,2,3,2,1,0,2,2,1,3,4,4,2,7,12,15,12,13,11,22,23,27,18,42,28,39,28,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cifar_8_35
0,2,9,14,17,13,14,13,13,12,16,5,7,5,3,4,8,2,5,3,7,3,2,4,5,3,4,6,1,6,1,3,3,1,4,5,0,2,1,4,1,3,0,4,3,1,1,0,0,3,1,2,4,2,2,0,0,2,0,3,0,0,0,3,2,0,4,6,3,1,3,0,1,2,2,1,2,2,2,5,3,3,4,1,2,1,4,2,1,4,4,3,0,2,5,5,2,4,1,5,2,3,4,3,3,4,2,1,4,5,7,6,4,5,3,1,0,2,2,4,3,4,3,2,2,7,5,5,2,1,2,2,3,4,2,4,2,4,7,3,2,6,3,5,6,4,3,6,4,7,5,3,2,3,4,4,3,5,3,1,3,5,5,1,3,3,4,3,3,2,3,7,12,13,10,9,6,12,8,7,7,6,11,10,9,14,7,12,13,11,5,6,10,11,5,8,9,11,8,6,12,11,5,5,6,5,7,8,9,7,6,7,3,3,5,5,0,4,0,4,7,2,2,2,5,4,1,2,2,2,0,0,2,1,1,0,3,3,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,cifar_8_36
1,4,5,3,3,9,8,5,5,4,4,8,4,3,4,5,5,3,9,6,9,11,5,21,9,12,9,6,11,12,17,22,15,12,12,15,12,18,18,16,13,12,19,12,11,13,11,12,13,11,7,8,12,7,12,8,13,14,9,5,5,12,6,6,9,3,2,6,3,2,2,3,2,0,1,2,1,3,1,0,3,3,0,0,2,1,1,1,0,3,2,0,0,0,2,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,2,0,1,2,2,1,0,2,0,2,0,0,3,1,0,1,1,1,1,0,1,0,4,3,3,0,1,1,2,2,1,3,2,0,1,2,2,2,2,1,2,1,3,1,2,1,2,2,1,2,2,4,1,1,0,3,0,1,2,1,1,1,0,2,5,2,3,1,1,3,1,2,5,4,0,3,2,1,5,3,5,2,7,3,3,2,3,2,3,2,4,3,5,4,3,3,5,4,2,3,3,4,5,4,7,3,4,4,6,6,8,7,4,8,1,4,9,6,3,2,3,5,4,5,2,1,1,5,0,1,5,2,6,2,2,1,1,1,0,2,0,0,1,1,0,0,cifar_8_37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,2,1,3,1,1,1,5,3,4,5,2,3,2,4,6,8,2,1,7,2,1,4,4,1,6,4,5,1,7,7,4,6,2,6,1,3,10,10,5,6,10,8,6,7,7,8,10,7,9,2,16,19,12,15,16,15,15,11,8,4,7,13,10,10,14,8,10,3,4,1,3,1,3,3,2,3,0,5,2,7,8,7,7,16,13,17,6,21,11,17,15,30,23,28,27,18,27,35,49,45,36,28,16,11,7,10,8,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cifar_8_38
0,0,3,3,0,2,2,3,3,1,1,1,1,3,1,3,3,4,2,6,10,6,2,2,4,1,4,3,3,2,1,0,4,1,3,2,3,5,1,3,4,1,1,1,2,3,3,1,4,4,0,1,3,3,2,1,0,2,1,2,3,0,0,4,0,1,0,2,4,2,2,5,1,1,1,3,0,1,4,2,1,3,2,1,1,3,2,2,2,6,2,1,1,2,3,0,3,2,4,4,9,4,6,1,5,4,5,8,7,4,5,8,0,3,8,8,7,6,9,9,5,5,9,5,4,3,6,8,5,11,3,4,7,2,6,5,5,1,2,4,4,5,3,7,3,5,3,5,11,7,5,7,7,6,9,14,9,7,2,9,8,8,13,10,8,10,9,11,7,9,7,13,10,8,9,6,13,10,15,13,8,10,6,15,10,9,8,12,9,8,13,10,12,7,4,7,12,14,15,4,7,7,6,0,10,9,2,4,2,2,2,1,1,1,0,3,3,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cifar_8_39
